company_name,linkedin_url,description,fleet_size,country
Cayman Airways,https://linkedin.com/company/cayman-airways,"Since 1968, Cayman Airways has been serving the Cayman Islands as the country's national airline, offering more flights to and from the Cayman Islands than any ...",9,Îles Caïmans
CB SkyShare,https://linkedin.com/company/cbskyshare,"A full-solution private aviation company servicing the entire customer lifecycle. Charter, Fractional, Brokerage, Management, FBOs.",10,Porto Rico
Cebu Pacific,https://linkedin.com/company/cebupacificair,"The Philippines' leading airline, Cebu Pacific (CEB) entered the aviation industry in March 1996 and pioneered the “low fare, great value” strategy in the ...",92,
Ceiba Intercontinental,https://linkedin.com/company/oatc-omni-aviation-training-center,"For over 1️⃣0️⃣ years, White Airways operated a Boeing 777-2FB/LR on behalf of Ceiba Intercontinental. The 777LR variant holds the world record for the ...",3,Portugal
CemAir,https://linkedin.com/company/cemair,"CemAir is an aviation company based at OR Tambo International Airport, Jhb. The company owns and operates a fleet of Beechcraft 1900's and CRJ regional jets ...",21,Afrique du Sud
Central Air Southwest,https://linkedin.com/company/central-air-southwest-inc,"Central Air Southwest, Inc. | 194 followers on LinkedIn. Expert Logistical Solutions in the Air Cargo Industry. 50+ years in business.",27,Porto Rico
Central Airlines,https://linkedin.com/company/central-airlines,"Central Airline's technologically advanced fleet of 777Fand 737s offers flexible, creative, and award-winning solutions that meet your unique needs.",9,Taïwan
Central Mountain Air,https://linkedin.com/company/flycma,"Central Mountain Air | 7623 followers on LinkedIn. Cargo, Charter, and Scheduled airline proudly operating in Canada since 1987.",27,Canada
Centreline,https://linkedin.com/company/centrelineav,"Centreline has a well-earned reputation as the “go to” choice for private jet management, private jet charter, aircraft maintenance, executive ground handling ...",10,Territoire britannique de l'océan Indien
Chabahar Airlines,https://linkedin.com/company/chabahar-airlines,CHABAHAR AIRLINES (Persian: هواپيمايي چابهار) is an airline based in Tehran. Website: http://chabaharairlines.com/. External link for Chabahar Airlines.,6,Iran
Chair Airlines,https://linkedin.com/company/chair-airlines,Chair Airlines – Die «fresheste» Fluggesellschaft der Schweiz Seit Mitte 2019 bringt Chair Airlines ihre Passagiere zu den bekanntesten und schönsten ...,4,Suisse
Chalair Aviation,https://linkedin.com/company/chalair-aviation,"Chalair Aviation is an airlines/aviation company based out of ROUTE DE CAEN, CARPIQUET, Lower Normandy, France. Website: http://www.chalair ...",11,France
Challenge Airlines BE,https://linkedin.com/company/ace-aviation-group,"Challenge Group is a unique, international air cargo conglomerate offering tailored and integrated end-to-end logistics solutions.",10,Malte
Charter Airlines,https://linkedin.com/company/charter-airlines,"Charter Airlines is a global, industry-leading private aviation company specializing in jet charter services and turnkey aircraft management.",9,Porto Rico
Charter Jets,https://linkedin.com/company/charterjets-inc,"Experienced provider of global On-Demand Charters, Passenger Charters, Cargo Charters, Group Charters, Aircraft Management, ACMI Lease, Jet Cards, Fractional ...",4,Lituanie
Chartright Air,https://linkedin.com/company/chartright-air-group,"Chartright Air Group is a leading Canadian aviation services provider, offering a full range of solutions including private jet charter, JetClub memberships, ...",21,Canada
CHC Helicopter,https://linkedin.com/company/chc-helicopter,"CHC Helicopter provides unmatched helicopter services including transportation, Search and Rescue deployment, and MRO.",91,Îles Cocos
Chengdu Airlines,https://linkedin.com/company/chengdu-airlines-co-ltd-,"Chengdu Airlines Co., Ltd. · Truck Transportation · About us · Locations · Employees at Chengdu Airlines Co., Ltd. · Similar pages · Browse jobs · Sign in to ...",82,Taïwan
Chevron USA,https://linkedin.com/company/chevron,"Website: http://www.chevron.com. External link for Chevron ; Industry: Oil and Gas ; Company size: 10,001+ employees ; Headquarters: Houston, Texas ; Type: Public ...",11,Porto Rico
Chicago Jet Group,https://linkedin.com/company/chicago-jet-group,"Chicago Jet Group provides Private Jet Charter, Aircraft Management, Jet Maintenance, Avionics Repair and Avionics Installations along with Aircraft Sales.",4,Porto Rico
China - Air Force,https://linkedin.com/company/republic-of-china-air-force,Republic of China Air Force · Fabricación de electrodomésticos y productos eléctricos y electrónicos · Sobre nosotros · Empleados en Republic of China Air Force.,16,Taïwan
China - Civil Aviation Administration,https://linkedin.com/company/caac,"The Civil Aviation Administration of China, formerly the General Administration of Civil Aviation of China, is the aviation authority under the Ministry of ...",20,Taïwan
China Airlines,https://linkedin.com/company/china-airlines,"China Airlines | 13817 followers on LinkedIn. China Airlines from Taiwan since 1959 | Founded: December 16, 1959 Stock listed: February 26, 1993 Registered ...",85,Taïwan
China Cargo Airlines,https://linkedin.com/company/china-cargo-airlines-co-ltd,"China Cargo Airlines is a cargo airline with its head office at Hongqiao International Airport in Shanghai, People's Republic of China.",17,Taïwan
China Eastern Airlines,https://linkedin.com/company/china-eastern-airlines-north-america,"China Eastern serves non-stop flights from Los Angeles, New York, San Francisco, Chicago, Vancouver and Toronto to Shanghai, along with the comprehensive flight ...",671,Taïwan
China Express Airlines,https://linkedin.com/company/china-express-airlines,"China Express Airlines is an airline with its corporate headquarters on the grounds of Chongqing Jiangbei International Airport, Chongqing, People's Republic ...",78,Taïwan
China Flight General Aviation Company,https://linkedin.com/company/liaoning-general-aviation-development-co-ltd,"Liaoning General Aviation Development Co., Ltd. was established in 2012. It is funded by Liaoning General Aviation Academy and the registered capital is RMB ...",2,Taïwan
China Postal Airlines,https://linkedin.com/company/china-postal-airlines-co-ltd-,"China Postal Airlines Co.,Ltd. · Aeronáutica y aviación · Sobre nosotros · Ubicaciones · Empleados en China Postal Airlines Co.,Ltd. · Páginas similares · Inicia ...",39,Taïwan
China Southern Airlines,https://linkedin.com/company/china-southern-airlines/,"To mark the International Day of Cooperatives, China Southern Airlines and Vietnam Airlines will officially launch a joint venture cooperation!",681,Taïwan
China Southern Airlines General Aviation,https://linkedin.com/company/china-southern-airlines/,"About us ; Website: http://www.csair.com/en/. External link for China Southern Airlines ; Industry: Airlines and Aviation ; Company size: 10,001+ employees.",6,Taïwan
China Southern Cargo,https://linkedin.com/company/china-southern-airlines/,"On July 4, China Southern Airlines officially launched the Guangzhou-Auckland-Sydney route, marking the first scheduled all-cargo flight from the Chinese ...",11,Taïwan
China United Airlines,https://linkedin.com/company/china-airlines,"Founded: December 16, 1959 Stock listed: February 26, 1993 Registered capital: NTD 54,209,846,500 160 destinations in 29 countries/districts, as of 30 JUN, ...",59,Taïwan
Chodang University,https://linkedin.com/company/chodanguniv,Website: http://www.cdu.ac.kr. External link for Chodang University 초당대학교 ; Industry: Higher Education ; Company size: 51-200 employees ; Type: Educational ...,13,Corée du Sud
Chongqing Airlines,https://linkedin.com/company/chongqing-airlines-co.-ltd.,"Chongqing Airlines Co., Ltd. · Airlines and Aviation · Locations · Similar pages · Sign in to see who you already know at Chongqing Airlines Co., Ltd. · Welcome ...",36,Taïwan
Chrono Aviation,https://linkedin.com/company/chrono-aviation,Chrono Aviation is an aircraft charter and management company based in Quebec City. Our mission is to offer a service that has SAFETY as a priority.,10,Canada
Chrono Jet,https://linkedin.com/company/diamond-aircraft,"Today, Diamond Aircraft offers the most complete range of certified piston aircraft models; from the 2 seat single DA20 to the stunning new 7 seat DA62. Every ...",3,Canada
CITIC Offshore Helicopter,https://linkedin.com/company/citic-offshore-helicopter-co-ltd,"Citic Offshore Helicopter is a airlines/aviation company based out of SHENZHEN, GNG, China. Website: http://www.china-cohc.com.",31,Taïwan
Citilink,https://linkedin.com/company/pt-citilink-indonesia,Citilink Indonesia has become the fastest growing airline in Indonesia since 2011 at the time when it took the first Airbus A320 aircraft and accelerated growth ...,59,Timor oriental
CityJet,https://linkedin.com/company/cityjet,"Over 450 of CityJet's 600 staff are employed in Copenhagen, Denmark in both flying and ground roles, making CityJet one of the most significant airline ...",8,Irlande
Civil Air Patrol,https://linkedin.com/company/civil-air-patrol,"Established in 1941, Civil Air Patrol is the official auxiliary of the US Air Force and as such is a member of its Total Force.",659,Porto Rico
Civil Aviation Flight University of China,https://linkedin.com/company/civil-aviation-flight-university-of-china,Civil Aviation Flight University of China (abbreviated CAFUC) is the largest civil aviation university in Asia and the world's largest flight training ...,78,Taïwan
Class Aviation,https://linkedin.com/company/first-class-aviation-services,"First Class Aviation Services (FCAS) is a Saudi Owned Maintenance, Repair and Overhaul organisation, with state-of-the art technology, established to serve ...",1,Mauritanie
Clay Lacy Aviation,https://linkedin.com/company/clay-lacy-aviation,"Founded in 1968 by legendary aviator and industry pioneer Clay Lacy. Today, Clay Lacy Aviation is considered the world's most experienced operator of private ...",1,Porto Rico
Clic,https://linkedin.com/company/clicsrl,"Azienda leader nel settore degli accessori metallici per borse, nata nel 2005, vanta un portafoglio clienti tra i più importanti nel mondo della moda. Clic ...",20,Colombie
ClipperJet,https://linkedin.com/company/clipperjet,"ClipperJet. Fabrication de composants pour l'industrie aéronautique et aérospatiale. Coto de Caza, California 158 abonnés. Suivre.",1,Espagne
CM Airlines,https://linkedin.com/company/cm-aviation-ltd,Website: http://www.cmaviation.co.uk. External link for CM Aviation Ltd. Industry: Airlines and Aviation. Headquarters: Newcastle upon Tyne ...,1,Guatemala
CMA CGM Air Cargo,https://linkedin.com/company/cma-cgm,"CMA CGM AIR CARGO, the Group's air freight division, will operate a fleet of 6 cargo aircraft by 2025. CMA Media, France's 3rd largest private media group, ...",5,Porto Rico
Coastal Aviation,https://linkedin.com/company/coastal-aviation-services,"A fully qualified aeronautical consulting firm that has been providing a broad range of interior completion, refurbishment and maintenance for numerous types ...",9,Tanzanie
Colombia - Air Force,https://linkedin.com/company/colombian-air-force,COLOMBIAN AIR FORCE. Aeronáutica y aviación. Seguir · Denunciar esta empresa; Cerrar menú. Ver los 272 empleados. Empleados en COLOMBIAN AIR FORCE.,124,France
Colorful Guizhou Airlines,https://linkedin.com/company/transviet-cargo,... Colorful Guizhou Airlines (GY) over the past year. We sincerely thank GY for placing your trust in us as your partner in the Vietnamese market. This warm ...,20,Taïwan
Colorful Yunnan Airlines,https://linkedin.com/company/fantasy-farms-llc,"Fantasy Farms es un productor y distribuidor de productos plantas y perecederos, reconocido por su logística de primer nivel, que nos permite alcanzar el 99 ...",1,Taïwan
Comlux,https://linkedin.com/company/comlux,"Comlux is one of the leaders in Business Aviation, Transaction and Completion services. For 20 years now, we have been Engineering luxury for VIP customers.",6,Malte
CommuteAir,https://linkedin.com/company/commuteair,CommuteAir is a regional airline operating flights on behalf of United Airlines as a United Express partner. With a fleet of more than 55 Embraer ERJ145 ...,1,Porto Rico
Compagnia Aeronautica Italiana,https://linkedin.com/company/alitaliaofficial,"Alitalia - Società Aerea Italiana è la principale Compagnia aerea italiana. Nel corso del 2019 Alitalia ha trasportato 21,3 milioni di passeggeri; ...",1,Italie
Compass Air Cargo,https://linkedin.com/company/compass-cargo-airlines,We are fast growing cargo airline operating with Boeing NG 737-800. Website: https://www.compasscargo.eu/.,7,Bulgarie
Conair,https://linkedin.com/company/conair-corporation,"Conair is a leading international designer, manufacturer, and marketer of branded personal care and small kitchen appliances, cookware, hair brushes & ...",75,Canada
Condor,https://linkedin.com/company/condorgroup,The Condor Group has grown to become one of the largest carpet producers in Europe. Yearly over 200 million square metres of textile floorcovering leaves our ...,70,Allemagne
ConocoPhillips,https://linkedin.com/company/conocophillips,We are a global oil and gas company tasked with an important job - to safely find and deliver energy for the world ...,6,Porto Rico
Conquest Air,https://linkedin.com/company/conquest-air-cargo,"We are an FAA Part 135 cargo airline based out of Miami Lakes, Florida. We own and operate three Convair 340s several times daily into Nassau, Bahamas and ...",2,Porto Rico
Constanta Airline,https://linkedin.com/company/constanta-airline,"Aircompany Constanta (Constanta) is a reliable leader in regional multi-role aviation, with 23 years of experience and a service record that includes ...",2,Ukraine
Contour Aviation,https://linkedin.com/company/corporate-flight-management,"At Contour, it is our mission to create a unique experience for every aircraft owner, partner, and passenger. We are more than a luxury charter company.",44,Porto Rico
Conviasa,https://linkedin.com/company/conviasa/,"conviasa is a company based out of Venezuela. Website: http://conviasa.aero. External link for conviasa. Industry: Airlines and Aviation. Company size: 1,001- ...",24,Venezuela
Copa Airlines,https://linkedin.com/company/copa-airlines/,Copa Airlines is one of the leading airlines in Latin America and one of the most successful and profitable airlines in the world.,106,Panama
Copenhagen Airtaxi,https://linkedin.com/company/copenhagen-airtaxi-a-s,"Time is money, everybody can agree to this. We fly you direct to your destination, often even closer than if you choose to fly by scheduled airlines.",6,Îles Féroé
Corendon Airlines,https://linkedin.com/company/corendonairlines,"Your Holiday Airline Corendon Airlines is an international airline company flying to 65 countries and 165 airports, transporting approximately 6 million ...",32,Turquie
Corporate Air,https://linkedin.com/company/corporate-air,"Established in 1972, Corporate Air is one of the largest and longest established aviation service providers based in eastern and southern Australia and ...",1,Porto Rico
Corporate Jet,https://linkedin.com/company/corporate-jet-investor,"Corporate Jet Investor is dedicated to the business jet market. Our conferences bring the industry together, our website provides analysis and insight.",2,Porto Rico
Corsair,https://linkedin.com/company/corsair,"Founded in 1994, CORSAIR (NASDAQ:CRSR) is a leading global developer and manufacturer of high-performance gaming and streaming gear.",10,France
Costa Rica - Ministry of Public Security,https://linkedin.com/company/embassy-of-costa-rica,"Liaison with the U.S. Congress, U.S. government agencies, international organizations, NGOs and think tanks on political, security, trade, economic and ...",10,Île de Man
Costa Rica Green Airways,https://linkedin.com/company/cr-green-airways,"We are a costa rican owned family business, truly passionate for flying. Flying makes us happy and we want to share our happiness with our clients.",5,Costa Rica
Coulson Aviation,https://linkedin.com/company/coulson-aviation,"Coulson Aviation is a privately owned family company founded in 1960 and currently employing over 650 people, operating a diverse fleet of both fixed wing and ...",15,Porto Rico
Cranfield Flight Training,https://linkedin.com/company/cats_2,CATS offers some of the finest Pilot training materials in the world. Training schools worldwide from Australia to the USA use CATS materials co-branded ...,5,Territoire britannique de l'océan Indien
Croatia - Air Force,https://linkedin.com/company/mk-elektrotechnik-gmbh,Croatian Air Force · Government Administration · About us · Locations · Employees at Croatian Air Force · Similar pages · Sign in to see who you already know at ...,19,Guernesey
Croatia Airlines,https://linkedin.com/company/croatia-airlines,"FULL COMPANY NAME: Croatia Airlines, the national air carrier, has been carrying passengers and cargo in domestic and international traffic for more than 30 ...",16,Croatie
Cronos Airlines,https://linkedin.com/company/cronos-airlines-international,"CRONOS AIRLINES INTERNATIONAL is a company based out of ROOM 11 K1 BUILDING DENEL NORTH ENTRANCE ATLAS ROAD, KEMPTON PARK, Gauteng, South Africa.",4,Guinée équatoriale
Cronos Airlines Benin,https://linkedin.com/company/cronos-airlines-benin,"Initié en 2017 par deux acteurs totalisant plus de 75 ans d'expérience dans le transport aérien, Cronos Airlines Bénin fait parti d'un Groupe de Compagnies ...",1,Cameroun
Cross Aviation,https://linkedin.com/company/southern-cross-aviation,"Southern Cross Aviation is an industry-leading distributor of aircraft parts. With over 35 years of experience supporting operators, repair stations, ...",3,Île de Man
Crown Airlines,https://linkedin.com/company/crownairlines,Crown Airlines · Airlines and Aviation · About us · Locations · Employees at Crown Airlines · Updates · Join now to see what you are missing · Similar pages ...,1,Libye
Crystal Air,https://linkedin.com/company/crystal-air-ltd,"Crystal Air is a leading service supplier in the field of air conditioning with regard to installations, servicing and maintenance.",6,Porto Rico
CTP Aviation,https://linkedin.com/company/ctp-aviation-llc,SAFETY - COMFORT - CONVENIENCE Private aviation jet-aircraft Management and Charter company. CTP is conveniently located at the Hayward Executive Airport ...,6,Porto Rico
Cubana,https://linkedin.com/company/cubana-de-aviaci%C3%B3n-s-a,"Cubana de Aviación S.A., commonly known as Cubana, is a national airline based in Cuba, as well as the country's largest airline. It was founded in October ...",9,Canada
Cygnus Air,https://linkedin.com/company/cygnus-aviation,"We partner with our clients to identify their highest-value opportunities, address their most critical challenges and transform their businesses on a global ...",5,Espagne
Cyprus Airways,https://linkedin.com/company/cyprusairways,"Cyprus Airways is based at Larnaca International Airport. The company's mission is to build a strong and reliable airline, offering safe and enjoyable flights ...",6,Chypre
Czechia - Air Force,https://linkedin.com/company/tc-of-denmarkinczechia,"University of Defense, Brno and Polish Air Force University are set to host the 25th Air Defence Conference in Brno this April, focusing on Next-Generation ...",21,
Daallo Airlines,https://linkedin.com/company/daallo-airlines,"DAALLO Airlines is a national carrier of Republic of Djibouti and operating scheduled passenger, cargo and charter flights to Africa, Middle East and Europe ...",4,Malawi
Dalian Airlines,https://linkedin.com/company/juneyao-airlines-co-ltd-,"Based in Shanghai and operating hubs at Hongqiao and Pudong International Airports, Juneyao Airlines mainly operates domestic air transport of ...",13,Taïwan
Dan Air,https://linkedin.com/company/danair,"DAN AIR is a 100% Romanian airline, founded in 2017 by Captain Dan Iuhas, initially under the name Just Us Air. The company began by operating ACMI flights ...",3,Roumanie
Dana Air,https://linkedin.com/company/danaair,"Dana Air is focused on bringing to Nigerians, an aviation service that combines the best elements of legacy carriers – world-class safety and quality on-board ...",7,Nigeria
DAS Private Jets,https://linkedin.com/company/das-private-jets-gmbh,"DAS Private Jets GmbH ist ein Charter Operator mit einer Flotte moderner Business Jets, die in Mengen, Süddeutschland ihren Hauptstandort haben.",5,Allemagne
Dassault Falcon Service,https://linkedin.com/company/dassault-falcon-service,"Dassault Falcon Service (DFS) has, since 1967, an unparalleled experience in the area of business aviation. Due to its integrated structure unique in Europe, ...",8,Polynésie française
DAT,https://linkedin.com/company/dat-freight-and-analytics,"DAT Freight & Analytics operates DAT One, North America's largest truckload freight marketplace; DAT iQ, the industry's leading freight data analytics service.",23,Îles Féroé
DB Aviation,https://linkedin.com/company/db-aviation,"DB Aviation provides aviation solutions nationwide. From charter to management, FBO services to maintenance, consulting to expert witness services.",4,Portugal
De Havilland Canada,https://linkedin.com/company/dehavillandcanada,"De Havilland Aircraft of Canada is bringing our Talent Tour to Halifax! Join us for a one-day career event to connect with our team, explore exciting career ...",23,Canada
DEA Aviation,https://linkedin.com/company/diamond-executive-aviation-ltd,DEA is a world leading technology-led provider of specialised aerial data acquisition services. Specialised Operations DEA delivers bespoke ...,3,Territoire britannique de l'océan Indien
Deer Jet,https://linkedin.com/company/deer-jet,"Since 1995, Deer Jet designs and provides the finest and most comprehensive services for business aviation worldwide. Our specialties comprise aircraft ...",15,Taïwan
Deer Jet Beijing,https://linkedin.com/company/deer-jet,"Our specialties comprise aircraft management, on-demand charter services, maintenance and ground handling. Being part of HNA Group, a Fortune 500 company, makes ...",7,Taïwan
Delta Air Lines,https://linkedin.com/company/delta-air-lines,"Delta Air Lines (NYSE: DAL) is the U.S. global airline leader in safety, innovation, reliability and customer experience. Powered by our employees around ...",1303,Porto Rico
Desert Jet,https://linkedin.com/company/desertjet,Desert Jet is a prominent aviation company offering comprehensive aviation services in the heart of Southern California. Headquartered at Jacqueline Cochran ...,3,Porto Rico
Dexter Air Taxi,,,5,Russie
DHL Air,https://linkedin.com/company/dhl-air-uk,"DHL Air (UK) Ltd | 5719 followers on LinkedIn. DHL Air UK Ltd is the largest all-cargo air carrier in the UK, operating a fleet of B757, B767 and B777 ...",231,Namibie
Diamond Sky,https://linkedin.com/company/diamond-sky,"Diamond Sky is EASA approved AOC and NCC operator providing aircraft management, charter, cargo and commercial flights.",5,Estonie
DigaJet,https://linkedin.com/company/digajet,DigaJet bietet seit 2020 als lokales Luftfahrtunternehmen am Standort Köln/Bonn europaweit flexible Charterflüge für Business- und Privatkunden an.,4,Allemagne
Direct2,https://linkedin.com/company/direct2,"Reimagining regional air travel, together. We're an aircraft operator for the on-demand era. www.direct2.aero",1,Porto Rico
Discover Airlines,https://linkedin.com/company/discover-airlines/,"Discover Airlines is the Lufthansa Group's quality leisure airline in Germany, flying travelers from Frankfurt and Munich to the most beautiful holiday ...",30,Allemagne
Divi Divi Air,https://linkedin.com/company/divi-divi-air,"Divi Divi Air offers multiple flights from Curacao to Bonaire and Aruba and back. If traveling between the islands for business or pleasure, you are sure to ...",5,Corée du Nord
Dokia Air,https://linkedin.com/company/dokia-capital/,"Website: https://dokia.capital. External link for Dokia Capital ; Industry: Blockchain Services ; Company size: 2-10 employees ; Headquarters: Monte-Carlo, Monaco.",1,Roumanie
Donghai Airlines,https://linkedin.com/company/wasinc-international,"WASINC International provides pilot leasing services to clients such as Air China, Air China Cargo, Shenzhen Airlines, Shunfeng Airlines, Donghai Airlines, ...",24,Taïwan
Dornier Aviation Nigeria Aiep,https://linkedin.com/company/dornier-aviation-nigeria-aiep,"Dornier Aviation Nigeria AIEP Limited is a recognized industry operator in private aircraft charter, FBO services, aircraft management and maintenance.",4,Nigeria
DragonFly Executive,https://linkedin.com/company/dragonfly-executive-air-charter,"We operate a fleet of Beechcraft KingAir 200 series turboprop aircraft, and a Jet Nextan 400XTI so, fly wherever and whenever you wish.",4,Territoire britannique de l'océan Indien
Draken Europe,https://linkedin.com/company/draken-aero,Draken works with leading technologies and a specialised and varied fleet of crewed and uncrewed aircraft to complete highly regulated adversary training.,29,Territoire britannique de l'océan Indien
Dreamline Aviation,https://linkedin.com/company/dreamline-aviation-llc,Dreamline Aviation offers a full range of private aircraft for worldwide jet charter. From turboprops and light jets to midsize and large cabin ...,11,Mexique
DRF Luftrettung,https://linkedin.com/company/drf-luftrettung,Die DRF Luftrettung mit Sitz in Filderstadt ist eine der größten Luftrettungsorganisationen Europas. An 32 Stationen in Deutschland leistet die ...,54,Allemagne
Druk Air,https://linkedin.com/company/drukair-corporation-ltd-,"DRUKAIR CORPORATION LTD. is an Airlines/Aviation company located in Royal Bhutan Airlines, Paro, Paro, Bhutan. Website: http://www.drukair ...",7,Bhoutan
E+S Air,https://linkedin.com/company/esairsrl,"E+S AIR SRL. Airlines and Aviation. Dal 2006, con passione, voliamo per proteggere, assistere e supportare dall'alto.",12,Italie
E-Aviation,https://linkedin.com/company/textron-eaviation,"Headquartered in Wichita, Kansas, Textron eAviation is focused on sustainable flying, backed by Textron's 100 years of expertise and the restless spirit for ...",4,Allemagne
E-Cargo Airlines,https://linkedin.com/company/e-cargoware-ltd/,e-Cargoware was founded in 2010 by accomplished entrepreneurs in the cargo-industry to replace legacy models with disruptive & innovative Freight management ...,1,Russie
EADS CASA,https://linkedin.com/company/eads-casa-espacio,"La antigua EADS CASA Espacio, ahora AIRBUS Defence and Space es una empresa referente dentro del sector aeroespacial español y europeo.",41,
Eagle Air Iceland,https://linkedin.com/company/hatt-&-associates,We assist our clients along every step of the journey to aircraft ownership – from airframe selection to financing to takeoff. We work with some of the biggest ...,3,Islande
Eagle Creek Aviation,https://linkedin.com/company/american-avionics,"We are a FAA - Part 145 Repair Station. Our main office is located on Boeing Field in Seattle, WA with close ties to Eagle Creek Aviation in Indianapolis, IN ...",2,Porto Rico
EagleMed,https://linkedin.com/company/eaglemed-llc,"EagleMed LLC, headquartered in Wichita, Kan., is a privately owned and operated critical care air medical and ground transport service.",17,Porto Rico
EAS Barcelona,https://linkedin.com/company/eas-barcelona/,EAS Barcelona | 2475 followers on LinkedIn. Escuela de vuelo para pilotos comerciales. | EAS Barcelona surge de la iniciativa de un equipo altamente ...,17,Espagne
East Coast Flight Services,https://linkedin.com/company/east-coast-flight-services-inc.,"Established in 1990, East Coast Flight Services, Inc. operates a wide variety of aircraft from piston twins and turbo-props to the most sophisticated business ...",2,Porto Rico
East Coast Jets,https://linkedin.com/company/east-coast-jets-inc,"Aircraft Charter and Management based in Allentown, PA. Over 85 years combined aviation experience. Website: http://www.eastcoastjets.com. External link for ...",5,Porto Rico
East Wing,https://linkedin.com/company/eastwingtravel,"A professional Travel Management Company based in Dubai since 2006, with a clear focus on bringing you a complete & cost effective travel, events and holiday ...",2,Kazakhstan
Eastar Jet,https://linkedin.com/company/eastar-jet/,"Eastar Jet is a low-cost airline based in Seoul, South Korea. On January 7, 2009, Eastarjet made its maiden flight from Gimpo International Airport(RKSS) to ...",15,Corée du Sud
Eastern Air Express,https://linkedin.com/company/eastern-air-express-llc,"EASTERN AIR EXPRESS, LLC is a company based out of Miramar, Florida, United States. Website: https://www.easternairexpress.com/. External ...",23,Porto Rico
Eastern Airlines,https://linkedin.com/company/eastern-airlines-llc,"Eastern Airlines, LLC (Eastern) is a US Part 121 Flag Air Carrier with Scheduled Domestic and International, Passenger and Cargo authority.",2,Porto Rico
Eastern Airways,https://linkedin.com/company/eastern-airways-uk-ltd,We are a leading provider of flights for the oil and gas sector as well as scheduled services across the UK and Ireland.,19,Territoire britannique de l'océan Indien
Easy Charter,https://linkedin.com/company/airline-easy-charter,"Easy Charter is airline company based in Tbilisi, Georgia. We operate charter flights with our own aircraft A300B4-203F. Area of operation Europe, Asia, Middle ...",1,Géorgie
easyJet,https://linkedin.com/company/easyjet,"We're on a mission to make low-cost travel easy. Whatever your role, you'll connect millions of people to what they love using Europe's best airline network.",358,Autriche
EATIS,https://linkedin.com/company/ati-aero-training-institute,ATI is an institute dedicated to the aviation maintenance training providing to the aviation maintenance technicians the skills and knowledge needed to work ...,1,France
EC Charter,https://linkedin.com/company/eclipse-air-charter,"Eclipse Air Charter is an on-demand private aircraft charter company with offices in Toronto, New York & London. With no initial outlay, long-term ...",3,Venezuela
EcoJet,https://linkedin.com/company/ecojetairlines,Building a world first and vital last step in the electrification of transport — enabling carbon-free living without compromise ...,4,Bolivie
Ecuador - Air Force,https://linkedin.com/company/ecuadorian-space-agency,"EXA is the Ecuadorian Civilian Space Agency, founded on November 1st 2007 as a civilian independent organism in charge of the administration and execution ...",22,France
Edelweiss Air,https://linkedin.com/company/edelweiss,Edelweiss ist die führende Schweizer Ferienfluggesellschaft mit Sitz am Flughafen Zürich. Als Schwestergesellschaft von Swiss International Air Lines ...,21,Suisse
EGT Jet,https://linkedin.com/company/egt-jet-ltd,"As a premier business aviation operator, we offer unparalleled private jet services tailored to meet the demands of discerning travelers. Whether you're flying ...",3,Bulgarie
Egypt - Air Force,https://linkedin.com/company/egyptian-air-force,"Egyptian Air Force | 2042 followers on LinkedIn ... Research and Development Center ""Egyptian Air Defense Military Commands"". Armed Forces. Presidency of The Arab ...",56,Égypte
Egyptair,https://linkedin.com/company/egyptair,"EGYPTAIR is one of the world's pioneer airlines. Established in May of 1932, it became the seventh carrier in the world. EGYPTAIR joined the Star Alliance ...",67,Égypte
Egyptair Cargo,https://linkedin.com/company/egyptair-cargo,"EgyptAir Cargo UAE Airlines and Aviation Dubai, United Arab Emirates Cargo Company in Egypt | شركات الشحن الجوي في مصر Freight and Package Transportation",5,Égypte
EIS Aircraft,https://linkedin.com/company/e.i.s.-electronics-gmbh/,"As experts for Electrical Wiring Interconnection Systems, we supply the Aerospace & Defense Industries for over 30 years.",12,Allemagne
EJM Europe,https://linkedin.com/company/executive-jet-management-europe-ejme-,"EJM Europe, a NetJets business, is a leading provider of Aircraft Management, Aircraft Charter and bespoke aviation services.",9,Portugal
El Al,https://linkedin.com/company/el-al-israel-airlines,El Al Israel Airlines Ltd. trading as El AL is the flag carrier of Israel. The airline has grown to serve over 50 destinations.,45,Israël
Elan Express,https://linkedin.com/company/elan-express-inc,"Elan Express Inc is an Airlines/Aviation company located in Rockford, IL, United States. Elan Express manages and operates VIP Boeing aircraft.",1,Porto Rico
Elangeni,https://linkedin.com/company/elangeni-vienna,"Elangeni GmbH consists of a small management team, highly experienced in business jet operation, serving clients exclusively and personally.",6,Autriche
Electra Airways,https://linkedin.com/company/electra-airways,"Electra Airways is a European airline founded in 2016, headquartered in Sofia. Its core business model is based on charter and ACMI flight operations.",7,Bulgarie
Elemental Aviation,https://linkedin.com/company/elemental-aviation,Elemental Aviation was founded by aviation entrepreneur Jason Talley. We are dedicated to revolutionizing the aviation industry by delivering cutting-edge ...,2,Porto Rico
Elifriulia,https://linkedin.com/company/elifriulia/,"WE ARE ELIFRIULIA Since more than 50 years we are always ready to supply a wide range of helicopter services in our home country, Italy, and abroad.",17,Italie
Elilombarda,https://linkedin.com/company/elilombarda-s.r.l.,Sfoglia le offerte di lavoro · Offerte di lavoro per “Ingegnere civile”. 402 offerte di lavoro aperte · Offerte di lavoro per “Business Analyst”. 1.471 offerte ...,5,Italie
